target_value,count,mae,var_pred,std_pred,mean_pred,kl_div,success_rate_05,success_rate_10
-10.0,124,0.6596774193548387,0.44490894901144645,0.6670149541138088,-9.553225806451614,18.74555860053735,0.45161290322580644,0.8225806451612904
-9.0,120,0.4358333333333333,0.2983437500000001,0.5462085224527351,-8.9375,15.27714828641963,0.7,0.9583333333333334
-8.0,128,0.34921874999999997,0.1732366943359375,0.41621712403015987,-8.07265625,14.062471044723257,0.796875,0.9921875
-7.0,127,0.41574803149606293,0.2371554343108687,0.48698607198858235,-7.196850393700787,14.676678373155443,0.7086614173228346,0.937007874015748
-6.0,125,0.3599999999999999,0.21913216,0.468115541292959,-6.147200000000001,13.112171843147996,0.808,0.936
