target_value,count,mae,var_pred,std_pred,mean_pred,kl_div,success_rate_05,success_rate_10
-9.0,244,0.49467213114754094,0.31183334453104,0.5584204012489515,-8.724180327868853,16.08312436360438,0.6475409836065574,0.8934426229508197
-6.0,244,0.3483606557377049,0.17381080354743347,0.41690622872227934,-6.149180327868853,14.025949023169815,0.7868852459016393,0.9918032786885246
