Target affinity,Target logps,Predicted logps,Predicted qeds,Predicted sas,Predicted tpsas,Predicted affinity,key
-9.0,5.0,4.555700000000004,0.4511771691392349,3.2184515649980465,78.87,-9.3,-9_5
-9.0,5.0,4.193920000000001,0.6196629667757392,4.342924523423385,55.13,-8.8,-9_5
-9.0,5.0,5.233740000000004,0.6909204215231216,2.550474402586463,53.43000000000001,-8.8,-9_5
-9.0,5.0,4.579700000000002,0.44242073404789184,2.1001248617312314,56.51,-7.5,-9_5
-9.0,5.0,4.611920000000005,0.447969031747711,3.389291720241145,68.73,-8.6,-9_5
-9.0,5.0,4.252900000000003,0.32097137377944585,2.5588786387795803,111.61999999999999,-8.0,-9_5
-9.0,5.0,4.904600000000003,0.5365673958629973,2.0289209938162625,68.02000000000001,-9.0,-9_5
-9.0,5.0,4.4162000000000035,0.2668995932566832,3.69502178264736,167.07999999999998,-8.0,-9_5
-9.0,5.0,4.923620000000001,0.5520069054044718,2.5252590112931834,55.11,-9.2,-9_5
-9.0,5.0,4.659640000000004,0.4423830782448571,2.368624819319015,74.61000000000001,-8.5,-9_5
-9.0,5.0,4.759500000000005,0.5040691981181411,3.019026539273108,77.76,-8.9,-9_5
-9.0,5.0,4.999400000000004,0.4629029978555223,2.4696297668848857,67.15,-8.6,-9_5
-9.0,5.0,3.729800000000002,0.5927115892879498,2.242412774638181,100.19,-8.7,-9_5
-9.0,5.0,4.921800000000004,0.6734906910438042,2.579052675272129,45.39,-8.7,-9_5
-9.0,5.0,3.925600000000003,0.8439166366623789,2.01614477463818,19.37,-7.6,-9_5
-9.0,5.0,4.719520000000003,0.6988749601631218,2.995217654145714,74.49000000000001,-8.4,-9_5
-9.0,5.0,4.496440000000004,0.19395901951548392,2.5744140569481377,118.13000000000001,-9.2,-9_5
-9.0,5.0,4.239000000000003,0.6119282799834077,2.742506224536669,75.71000000000001,-9.3,-9_5
-9.0,5.0,4.844600000000004,0.5593250366774335,2.5528672935585597,67.87,-9.2,-9_5
-9.0,5.0,4.878600000000003,0.35711236605120966,2.7826706029125265,101.76000000000002,-10.1,-9_5
-9.0,5.0,5.165900000000004,0.48581339962013526,4.910153323933455,83.75999999999999,-9.0,-9_5
-9.0,5.0,5.702470000000004,0.13650063820521371,2.5067371211006346,145.37,-8.7,-9_5
-9.0,5.0,4.700800000000003,0.5223116868051759,1.7286331856883042,70.23,-8.7,-9_5
