target_value,count,mae,var_pred,std_pred,mean_pred,kl_div,success_rate_05,success_rate_10
-10.0,116,0.425,0.23726739001189048,0.4871010059647696,-9.792241379310344,16.207536051199398,0.7241379310344828,0.9482758620689655
-9.0,122,0.4155737704918031,0.2926558720773985,0.5409767759131611,-8.96311475409836,14.150454736664434,0.7131147540983607,0.9426229508196722
-8.0,122,0.33360655737704903,0.17494826659500132,0.41826817545087186,-7.953278688524589,12.902094570082888,0.8032786885245902,0.9918032786885246
-7.0,125,0.2544,0.09961600000000002,0.31562002471326184,-7.072,9.885208204056518,0.936,0.992
-6.0,120,0.2808333333333333,0.1312159722222222,0.3622374528154456,-6.0391666666666675,11.780475606014216,0.8916666666666667,0.9916666666666667
