Target affinity,Predicted logps,Predicted qeds,Predicted sas,Predicted tpsas,Predicted affinity,key
-9.0,5.265820000000004,0.4746508506329425,2.235599163554607,64.67999999999999,-9.2,-9.0
-9.0,3.180200000000001,0.37821882368131116,2.4425948474339343,121.14999999999999,-8.9,-9.0
-9.0,3.6967000000000025,0.7153241981783696,4.367436860401584,40.620000000000005,-8.5,-9.0
-9.0,2.8329200000000005,0.625543688984828,2.2295070697823345,113.09,-9.3,-9.0
-9.0,0.7167999999999997,0.32827702167261563,3.9008148969992966,148.41,-8.8,-9.0
-9.0,2.772100000000001,0.629785287400923,3.5580517503907654,92.93999999999998,-8.7,-9.0
-9.0,3.997900000000003,0.46936729221469753,2.3934373250371426,88.36000000000001,-8.6,-9.0
-9.0,5.082640000000003,0.3564785367314293,2.740625847667772,89.78,-9.3,-9.0
-9.0,4.758020000000004,0.28868555115550815,2.672334304159733,107.62,-9.1,-9.0
-9.0,6.143800000000005,0.2240317895853238,2.726916347973626,101.1,-9.0,-9.0
-9.0,2.8372400000000013,0.8881132225124285,2.2050682671243553,87.74000000000001,-9.1,-9.0
-9.0,3.8119000000000014,0.748177751293764,3.144762849896911,70.48,-7.8,-9.0
-9.0,2.856299999999999,0.5664590371876648,2.7965407547374284,111.96000000000001,-8.5,-9.0
-9.0,3.552170000000003,0.3042606720499876,2.4994650764878283,94.67999999999998,-8.9,-9.0
-9.0,4.541400000000005,0.5425957195729028,3.0784433424784385,76.03999999999999,-8.7,-9.0
-9.0,4.202000000000003,0.6784375176007621,2.107841195849307,74.33000000000001,-8.3,-9.0
-9.0,3.0692000000000013,0.6905441662339923,4.026467710538029,94.16999999999999,-8.7,-9.0
-9.0,5.277640000000005,0.22485487670022047,2.5203869228585116,115.05000000000001,-9.2,-9.0
-9.0,4.690800000000005,0.857788310969995,3.577774285339352,29.46,-9.1,-9.0
-9.0,5.314300000000004,0.44751318130211387,2.724165933507324,72.7,-8.5,-9.0
-9.0,1.8469000000000002,0.25330837578639004,2.7708850628652986,142.95000000000002,-7.6,-9.0
-9.0,4.734200000000004,0.34103941789049064,2.518474218475042,80.48,-9.5,-9.0
-9.0,3.7652000000000028,0.3191084162753293,4.4110554982054015,76.63,-7.6,-9.0
-9.0,4.455400000000002,0.6827218424497873,3.1626472836846293,48.91,-9.4,-9.0
-9.0,3.6446000000000023,0.5154283147724636,3.008711602439604,63.61,-9.1,-9.0
-9.0,6.135720000000006,0.2437136456706984,2.7421442640487292,98.58,-9.9,-9.0
-9.0,3.3054000000000023,0.39969441259330774,2.460440686726093,102.92000000000002,-9.1,-9.0
-9.0,4.793700000000003,0.5193662044008059,2.9361433455362356,96.7,-8.4,-9.0
-9.0,4.281820000000002,0.5048684329882743,2.365926830696388,71.78,-8.8,-9.0
-9.0,3.8057000000000025,0.32937208742549723,2.658238803477891,109.75,-9.8,-9.0
-9.0,2.9103800000000017,0.6999067171115436,3.172567003965799,123.37,-9.6,-9.0
-8.0,4.961700000000005,0.8274812884602573,2.8096236846433733,27.63,-7.9,-8.0
-8.0,3.7445400000000015,0.661248626097887,2.347698290404054,64.92999999999999,-7.7,-8.0
-8.0,2.038,0.7148536957247926,2.054894752660159,116.43,-7.8,-8.0
-8.0,5.106400000000005,0.6220655419666868,2.0051635329781448,46.92,-7.9,-8.0
-8.0,2.9895000000000014,0.9460877222263576,2.087074318725218,53.93000000000001,-8.0,-8.0
-8.0,1.7128399999999997,0.7048395853600843,2.2176426992990024,115.15000000000002,-7.6,-8.0
-8.0,3.0970000000000013,0.7095512844488504,2.159826840572247,80.67,-7.1,-8.0
-8.0,4.100800000000001,0.5629678748442266,2.078833693725219,57.510000000000005,-7.4,-8.0
-8.0,3.7674800000000017,0.7940574796578044,1.9542323102872672,70.83000000000001,-8.3,-8.0
-8.0,3.4616000000000025,0.5976163917854102,3.348857034577179,76.38000000000001,-8.3,-8.0
