Target affinity,Target sas,Predicted logps,Predicted qeds,Predicted sas,Predicted tpsas,Predicted affinity,key
-9.0,4.0,4.262340000000002,0.41694490903237097,3.8162218493446582,117.0,-9.2,-9_4
-9.0,4.0,4.168400000000004,0.696379917288201,4.489155519811824,53.6,-7.3,-9_4
-9.0,4.0,4.068500000000003,0.7484994968897276,6.01079142065816,52.82000000000001,-8.7,-9_4
-9.0,4.0,4.806800000000004,0.37632227588313616,3.7740974172093367,80.48,-7.9,-9_4
-9.0,4.0,2.587900000000002,0.5551768727665273,3.284838626442715,99.26,-8.3,-9_4
-9.0,4.0,3.4711000000000016,0.27167785278259604,3.4799575754451677,139.14,-8.9,-9_4
-9.0,4.0,2.4661999999999997,0.7736285452976102,4.489148155848451,92.41999999999999,-9.1,-9_4
-9.0,4.0,1.8981000000000035,0.13074298399452663,3.925120548389092,164.07999999999998,-8.9,-9_4
-9.0,4.0,2.7586000000000004,0.7406112061374192,5.718890000143693,65.56,-9.2,-9_4
-9.0,4.0,4.2138000000000035,0.3924353769504937,4.166803649576953,103.84,-9.2,-9_4
-9.0,4.0,3.7058000000000013,0.7739857464982506,3.3463671180590477,45.150000000000006,-8.0,-9_4
-9.0,4.0,4.585520000000005,0.3023632090043307,4.099363569802724,105.48000000000002,-8.6,-9_4
-9.0,4.0,1.3950000000000002,0.21025005964319113,3.992524993558992,158.92999999999998,-8.2,-9_4
-9.0,4.0,3.432000000000002,0.7204531298432303,4.545500260656629,77.46000000000001,-8.1,-9_4
-9.0,4.0,4.047500000000002,0.49453482326076864,3.84085882981036,62.300000000000004,-8.3,-9_4
-9.0,4.0,2.3898,0.6841687882580494,4.008634608578011,80.26,-8.9,-9_4
-9.0,4.0,2.9655000000000014,0.7553974665191984,3.895550711079059,74.46000000000001,-8.2,-9_4
-9.0,4.0,1.2211999999999996,0.5605729841210462,3.5182873855482484,117.72999999999999,-8.7,-9_4
-9.0,4.0,5.828700000000006,0.21227373151057188,4.059626889421771,96.86999999999999,-9.2,-9_4
-9.0,4.0,2.72107,0.14714171242294882,4.013979562666071,152.79000000000002,-8.0,-9_4
-9.0,4.0,10.512699999999992,0.16039305699419415,5.068872833846278,48.980000000000004,-9.6,-9_4
-9.0,4.0,0.724499999999999,0.7129029896327229,4.19972998999486,68.62,-7.7,-9_4
-9.0,4.0,6.171720000000006,0.49117204852092444,3.8703161570869167,48.91,-7.8,-9_4
-9.0,4.0,4.211620000000003,0.21071236572739616,3.4965339096010535,140.39,-9.0,-9_4
-9.0,4.0,5.248200000000005,0.3140264082994858,4.072539688341337,85.38,-10.2,-9_4
-9.0,4.0,4.843520000000004,0.3636443241857158,4.244887659586045,74.5,-8.9,-9_4
-9.0,4.0,3.867320000000003,0.37307344155783734,6.216468693970663,151.07,-7.6,-9_4
-9.0,4.0,4.380500000000004,0.49843260528710986,3.878543043644699,86.71000000000001,-8.1,-9_4
-9.0,4.0,1.6712999999999996,0.7093364540280813,4.963093317930847,87.78999999999999,-9.1,-9_4
-9.0,4.0,3.8240200000000026,0.2982160026175441,4.128126337679948,131.85,-9.2,-9_4
-9.0,4.0,1.6270999999999998,0.31565328061389913,4.023909384549449,184.51999999999998,-7.9,-9_4
-9.0,4.0,5.770520000000006,0.2499921440390893,3.864704920424435,141.7,-9.8,-9_4
-9.0,4.0,3.8427000000000024,0.30865165020750734,4.031099422135296,124.27999999999999,-8.8,-9_4
-9.0,4.0,5.151100000000006,0.20579818323377275,4.1699382552743565,84.74,-8.3,-9_4
-9.0,4.0,4.654020000000005,0.252379752647438,3.518167654394425,103.78,-8.9,-9_4
-9.0,4.0,1.8762800000000002,0.7198615887935188,4.77400218497949,62.86,-8.4,-9_4
-9.0,4.0,2.0873399999999998,0.15426800923654213,4.461413053046668,201.35999999999999,-8.9,-9_4
-9.0,4.0,5.618000000000006,0.18685160052268432,4.186700666912882,97.41,-8.6,-9_4
-9.0,4.0,2.2064999999999992,0.509141369371515,3.965056769627939,124.46,-8.7,-9_4
-9.0,4.0,5.059300000000005,0.6874532615300353,3.8638831723233995,45.39,-9.1,-9_4
-9.0,4.0,4.976800000000006,0.17911641581871454,4.20889458332743,145.43999999999997,-8.5,-9_4
-9.0,4.0,3.8792000000000026,0.6868426969908572,3.958573370751779,37.3,-8.2,-9_4
-9.0,4.0,3.8766200000000026,0.38297913337824485,3.6466174821897246,117.64,-9.5,-9_4
-9.0,4.0,2.9332000000000003,0.6137146088301749,4.892875619202665,94.72,-8.1,-9_4
-9.0,4.0,2.721700000000001,0.6446695758911578,4.2537952361274876,60.69,-8.1,-9_4
-9.0,4.0,5.314600000000005,0.5692230338132709,4.206444770567163,51.02,-10.1,-9_4
-9.0,4.0,3.427500000000003,0.7053573119618185,4.0181632719067935,60.93,-8.7,-9_4
-9.0,4.0,0.23310000000000336,0.17884626510682386,3.85499576772086,231.97999999999996,-9.5,-9_4
-9.0,4.0,6.279400000000005,0.12644476615708636,3.6354949016046314,128.85999999999999,-9.1,-9_4
-9.0,4.0,4.6875000000000036,0.8169915259561462,3.753269417319766,37.3,-9.7,-9_4
-9.0,4.0,4.909800000000007,0.10281267169794642,5.1696246290952725,169.32999999999998,-8.6,-9_4
-9.0,4.0,4.291400000000003,0.687305662136324,4.444812973340946,31.5,-9.6,-9_4
-9.0,4.0,-0.629799999999999,0.17109782225945297,4.001794108443664,210.88,-9.0,-9_4
-9.0,4.0,-1.0715999999999963,0.23851738782590723,3.818820995871281,181.20999999999998,-9.5,-9_4
-9.0,4.0,4.5215400000000034,0.6492509424030706,3.743712497961009,75.44,-9.8,-9_4
-9.0,4.0,2.9301000000000004,0.7171516528885906,3.910088977823242,94.16999999999999,-8.7,-9_4
-9.0,4.0,5.811800000000006,0.5651030978234622,4.259335570538628,40.620000000000005,-7.9,-9_4
-9.0,4.0,4.687600000000003,0.7348257815408854,3.903046379458331,46.5,-8.8,-9_4
-9.0,4.0,1.0684,0.3869629510634477,4.048329512869435,142.54000000000002,-9.5,-9_4
-9.0,4.0,6.6393000000000075,0.11286838596240474,4.286930664303176,153.62,-8.6,-9_4
-9.0,4.0,4.182200000000003,0.5482956923099981,4.158501864564048,113.10000000000001,-9.2,-9_4
-9.0,4.0,-1.1969999999999918,0.3116415650511532,4.052867571251134,202.44,-9.6,-9_4
-9.0,4.0,3.9837000000000042,0.19388784151194546,4.028806403258782,120.0,-8.1,-9_4
-9.0,4.0,4.501720000000002,0.4261145145599779,4.073963705482589,98.4,-8.8,-9_4
-9.0,4.0,5.6460000000000035,0.30583134555161484,3.3488698070369516,90.16999999999999,-10.3,-9_4
-9.0,4.0,3.2912,0.330414689947324,4.231644231382835,141.1,-9.4,-9_4
-9.0,4.0,4.841720000000004,0.47707438006001296,3.7715655577321687,67.66,-9.5,-9_4
-9.0,4.0,2.737300000000001,0.8476849891076594,3.33952536137571,75.63,-7.6,-9_4
-9.0,4.0,-0.22989999999999955,0.491088170494497,4.0544203764853535,126.07,-9.3,-9_4
-9.0,4.0,3.459200000000002,0.4904065255255358,3.9912929858662505,91.98,-8.7,-9_4
-9.0,4.0,1.6100999999999992,0.3673809180837713,3.977298793788698,131.39000000000001,-7.5,-9_4
-9.0,4.0,4.700620000000004,0.4757831988851122,4.120072801512446,77.73,-8.3,-9_4
-9.0,4.0,4.572000000000003,0.3824215605143733,4.05322840616187,93.37,-9.5,-9_4
-9.0,4.0,5.155300000000006,0.2200439338735582,4.08552988283045,90.31000000000003,-8.7,-9_4
-9.0,4.0,4.005600000000003,0.44691394365442716,3.390386161629902,109.62,-9.2,-9_4
-9.0,4.0,3.0214000000000008,0.14714787548927483,3.804065689150592,153.23999999999998,-8.3,-9_4
-9.0,4.0,7.108200000000007,0.11798766625815126,3.423011775197965,111.17,-9.7,-9_4
-9.0,4.0,3.733100000000002,0.8574493569474377,3.8070384769164587,56.84,-9.7,-9_4
-9.0,4.0,5.465200000000006,0.5732620508948739,5.30045272702446,19.37,-8.5,-9_4
-9.0,4.0,4.296180000000003,0.5411698612891279,4.262300193392073,97.45,-7.9,-9_4
-9.0,4.0,3.256120000000002,0.8656654314765392,4.592230867455733,53.010000000000005,-8.6,-9_4
-6.0,2.0,0.7316999999999994,0.7683984261043081,1.9409613510713264,54.71,-5.4,-6_2
-6.0,2.0,1.0220999999999996,0.6238515063733006,2.219082285724003,83.37,-6.3,-6_2
-6.0,2.0,1.9127999999999992,0.721308356170962,2.256002981504812,70.67,-6.1,-6_2
-6.0,2.0,1.0646,0.7498605635361456,1.9371209542243086,23.550000000000004,-6.3,-6_2
-6.0,2.0,2.0549999999999997,0.8052541938769622,2.5252834197002354,58.2,-5.4,-6_2
-6.0,2.0,3.864500000000003,0.6906827014724451,2.067374738008798,41.489999999999995,-6.5,-6_2
-6.0,2.0,3.7839000000000027,0.7247311704828434,1.5753964036116006,38.33,-6.3,-6_2
-6.0,2.0,2.5802200000000006,0.8327647520663812,2.166674668532375,41.99,-6.1,-6_2
-6.0,2.0,-0.38339999999999863,0.5701115756010456,2.05238488630053,96.53,-6.3,-6_2
-6.0,2.0,2.8557000000000015,0.5240626794364192,2.356488063858862,43.370000000000005,-6.0,-6_2
-6.0,2.0,1.6983000000000001,0.7364296764851626,2.4403864580595886,21.700000000000003,-6.1,-6_2
-6.0,2.0,1.6267,0.783758827345975,1.9741577969352555,24.94,-6.2,-6_2
-6.0,2.0,1.9465999999999999,0.6629094036155275,2.1209475049174795,54.88,-6.0,-6_2
-6.0,2.0,3.6898000000000017,0.8225977640437546,1.9352652585651153,24.06,-6.2,-6_2
-6.0,2.0,1.8153,0.856635225549544,2.17761254635311,76.22,-6.2,-6_2
-6.0,2.0,0.5065999999999999,0.6350883024138775,2.3043775087690612,50.27,-5.9,-6_2
-6.0,2.0,1.8887,0.707644503841433,2.0159904614612607,12.47,-6.1,-6_2
-6.0,2.0,3.5916000000000015,0.4409951890349104,1.856957984555489,25.78,-6.4,-6_2
-6.0,2.0,1.6928999999999998,0.7121118200607534,2.186153997924796,78.00999999999999,-6.4,-6_2
-6.0,2.0,1.9917000000000002,0.8914782462370224,2.256529453141235,73.7,-6.4,-6_2
-6.0,2.0,3.4482000000000017,0.7942485451372852,2.013979857893167,51.21,-6.9,-6_2
-6.0,2.0,1.5424,0.45668185628621816,1.9735931339981931,61.800000000000004,-6.0,-6_2
-6.0,2.0,2.6961000000000013,0.8218412970993371,1.9309194983901055,21.700000000000003,-6.2,-6_2
-6.0,2.0,2.5795200000000005,0.8651439387208391,2.000075873723418,42.24,-6.1,-6_2
-6.0,2.0,3.8705000000000025,0.8199724276654766,1.9230676166721246,46.53,-5.7,-6_2
-6.0,2.0,0.7674999999999993,0.5450000588966066,2.0254832126125475,44.37,-6.3,-6_2
-6.0,2.0,4.040000000000004,0.6651269978916694,1.9216155115718525,37.38,-6.3,-6_2
-6.0,2.0,0.4082000000000004,0.6065536763346547,2.14006732787227,66.49000000000001,-6.3,-6_2
-6.0,2.0,1.6872999999999998,0.3790899179425871,2.316158344624622,55.5,-5.6,-6_2
-6.0,2.0,0.9086999999999998,0.7034289042509702,1.9867477526714996,32.34,-5.9,-6_2
-6.0,2.0,0.8177999999999999,0.4703642354685444,1.7516243653934431,64.35,-5.7,-6_2
-6.0,2.0,1.58804,0.8657323251323756,2.0884014427243542,66.57,-6.1,-6_2
-6.0,2.0,1.0524999999999998,0.6142591423132344,1.864906477797252,92.7,-6.5,-6_2
-6.0,2.0,0.07890000000000136,0.674869501658324,2.1673884244220556,78.51,-6.3,-6_2
-6.0,2.0,0.3908999999999996,0.7720800293415636,2.0353104819860555,75.63,-6.3,-6_2
-6.0,2.0,0.35460000000000047,0.7205085973552828,2.05039350491748,43.86000000000001,-6.7,-6_2
-6.0,2.0,1.3422999999999996,0.6948540084351776,2.039024885437982,75.71000000000001,-6.4,-6_2
-6.0,2.0,4.467620000000003,0.5647883340445621,1.962051661085722,38.33,-6.5,-6_2
-6.0,2.0,2.8451000000000013,0.6750562392827982,2.124902384618803,30.490000000000002,-6.5,-6_2
-6.0,2.0,1.1690999999999996,0.755761974663797,1.941533090732948,43.7,-6.1,-6_2
-6.0,2.0,1.9955999999999998,0.6501164892002397,2.075184607860182,36.53,-6.4,-6_2
-6.0,2.0,2.7349000000000014,0.3359930371915321,1.8920640413765302,52.6,-6.2,-6_2
-6.0,2.0,2.2438000000000002,0.8881200484673825,1.9491072789079205,64.63000000000001,-6.2,-6_2
-6.0,2.0,0.9680999999999994,0.7858427378551575,2.0779705907329475,43.95,-6.7,-6_2
-6.0,2.0,1.5969000000000002,0.41520977534220366,1.7622564652539907,55.120000000000005,-5.9,-6_2
-6.0,2.0,3.073800000000001,0.70270987907928,2.008349224745393,17.82,-6.1,-6_2
-6.0,2.0,2.5292000000000003,0.6797110527052422,2.0718202488327346,59.92,-7.0,-6_2
-6.0,2.0,2.2657000000000007,0.7083377635268014,2.026277508769061,53.089999999999996,-6.2,-6_2
-6.0,2.0,2.4728000000000003,0.6113119317305222,2.1377904333902897,80.44,-6.2,-6_2
-6.0,2.0,2.1361999999999997,0.8834785565477011,1.870656195726994,41.13,-5.8,-6_2
-6.0,2.0,1.7343999999999997,0.8033896120003595,1.964278735977441,61.03,-6.0,-6_2
-6.0,2.0,4.042100000000003,0.8199851915452695,1.9137774169421409,12.47,-6.1,-6_2
-6.0,2.0,1.282,0.6637797017697649,3.6433853984252558,39.44,-7.0,-6_2
-6.0,2.0,2.2784000000000004,0.5417769015707353,2.0900734876991294,44.370000000000005,-6.2,-6_2
-6.0,2.0,4.1357000000000035,0.5977264624693427,2.1218254264962244,0.0,-6.8,-6_2
-6.0,2.0,4.383700000000003,0.7228228377095077,2.0229424855015257,29.1,-6.3,-6_2
-6.0,2.0,1.7337999999999998,0.6130220459036749,2.242583790033647,91.28,-6.2,-6_2
-6.0,2.0,2.491600000000001,0.7454217817944944,2.0260356182996055,38.77,-5.8,-6_2
-6.0,2.0,3.1923000000000012,0.4326047935011686,2.0654042504870063,67.75999999999999,-6.7,-6_2
-6.0,2.0,3.048020000000001,0.8730968351128278,2.023192510574937,29.1,-5.9,-6_2
-6.0,2.0,4.560300000000004,0.4186182403561347,1.8454558633902316,29.540000000000003,-6.0,-6_2
-6.0,2.0,1.8970999999999996,0.7867852800849221,2.197359492430291,54.620000000000005,-6.1,-6_2
-6.0,2.0,4.158200000000003,0.7441654917284518,2.0712719348676547,27.05,-6.3,-6_2
-6.0,2.0,1.3466,0.5584021833621364,1.8118869368867934,49.620000000000005,-6.4,-6_2
-6.0,2.0,1.4968999999999995,0.8169166026009796,2.1299755656493353,49.410000000000004,-6.7,-6_2
-6.0,2.0,1.7197,0.8568638271460574,1.9907409900024877,61.03,-6.1,-6_2
-6.0,2.0,0.9409000000000001,0.7013745802272673,2.28437327799983,35.5,-5.8,-6_2
-6.0,2.0,0.612,0.4288139727465018,1.9279658184565918,115.33,-5.8,-6_2
-6.0,2.0,1.6780000000000002,0.6615960576897382,1.956932732951195,69.39,-6.2,-6_2
-6.0,2.0,1.9116,0.6747301036698657,2.238600035372812,78.43,-6.4,-6_2
-6.0,2.0,2.7224000000000004,0.4967498916662593,2.059880104170878,81.47,-5.9,-6_2
-6.0,2.0,3.5893000000000024,0.7096447362674525,2.3729271182996072,61.830000000000005,-6.5,-6_2
-6.0,2.0,1.8509999999999998,0.7962040203420392,2.081847466586016,79.9,-7.3,-6_2
-6.0,2.0,2.0829999999999993,0.8136128748858148,2.470199112295889,66.76,-7.0,-6_2
-6.0,2.0,2.34842,0.6451612497826285,2.0694505283288507,63.6,-6.1,-6_2
-6.0,2.0,2.0656000000000003,0.782160030872653,2.0787929203024564,9.72,-6.2,-6_2
-6.0,2.0,2.1721000000000004,0.7990996151905208,2.0357884753483315,32.7,-5.9,-6_2
-6.0,2.0,2.26512,0.8246331257769225,2.1477498131409725,38.05,-5.9,-6_2
-6.0,2.0,1.577,0.8500815719325522,2.071001851331282,81.18,-6.6,-6_2
-6.0,2.0,2.7689000000000012,0.44587233584224467,1.9855351554258238,47.56,-5.9,-6_2
-6.0,2.0,1.2084999999999995,0.7849390771446836,2.0029767210928675,66.4,-6.3,-6_2
-6.0,2.0,2.1771000000000003,0.5811154856732595,2.103264528860038,78.15,-6.3,-6_2
-6.0,2.0,2.3667000000000007,0.8330455502266886,2.0770047751043403,72.31,-7.1,-6_2
-6.0,2.0,0.23480000000000023,0.7999900721757098,2.0541779259919153,98.49,-6.2,-6_2
-6.0,2.0,2.3256000000000006,0.56725518856395,2.1139092404294537,71.62,-6.4,-6_2
-6.0,2.0,1.8466999999999998,0.43410719683380883,2.132921312739862,74.07,-5.8,-6_2
-6.0,2.0,1.0724000000000002,0.8149348236931283,2.2616859221207584,45.17,-6.0,-6_2
-6.0,2.0,3.835200000000003,0.7636019513108175,2.220290035877122,3.24,-6.4,-6_2
-6.0,2.0,3.3045000000000018,0.6459010808981986,1.991678761812933,56.790000000000006,-6.7,-6_2
-6.0,2.0,2.450100000000001,0.8290998522183116,1.814691599571674,77.22999999999999,-6.7,-6_2
-6.0,2.0,1.8301,0.603873373700907,1.9755068287068482,64.84,-5.9,-6_2
-6.0,2.0,1.9344,0.7162509822785172,1.8125023215021798,44.24,-6.2,-6_2
-6.0,2.0,3.416500000000002,0.6722261549682463,2.0319297939565732,77.88,-6.6,-6_2
-6.0,2.0,2.7666000000000013,0.9008196452556136,1.9977516497138605,30.49,-6.7,-6_2
-6.0,2.0,1.1337999999999997,0.6828342453545725,2.104032786467153,97.36,-6.1,-6_2
-6.0,2.0,0.8678999999999992,0.7974490775769505,1.9744508627770099,67.43,-5.9,-6_2
-6.0,2.0,3.4700200000000025,0.7827865583837038,1.9118872865371443,24.06,-6.4,-6_2
-6.0,2.0,2.093,0.7668572273223365,2.025573332233021,21.700000000000003,-5.7,-6_2
-6.0,2.0,2.8888000000000016,0.7646303392358859,1.9327207357859475,3.24,-6.0,-6_2
-6.0,2.0,3.2982000000000014,0.8752827143698627,1.9108100418808398,41.99,-6.5,-6_2
-6.0,2.0,0.1653000000000005,0.7836186123608686,1.9110027896783652,81.86000000000001,-6.3,-6_2
-6.0,2.0,1.8682999999999996,0.7816528335499716,2.060298900745078,99.36,-6.5,-6_2
-6.0,2.0,2.2856,0.7795479053768253,2.156626551921031,38.91,-5.7,-6_2
-6.0,2.0,1.9908999999999997,0.7338271590635297,1.9194999985601537,84.5,-6.6,-6_2
-6.0,2.0,1.2576,0.7752618172625412,2.0213916195672628,68.72999999999999,-6.8,-6_2
-6.0,2.0,4.778900000000003,0.7299138821195796,2.154751507627081,33.95,-6.8,-6_2
-6.0,2.0,2.2968200000000003,0.8233635089853394,2.0118082779998296,55.13,-5.9,-6_2
-6.0,2.0,2.3925,0.8294230740633634,1.9251983126097887,54.98,-7.1,-6_2
-6.0,2.0,2.02902,0.5839584784819273,2.436301001967278,59.39,-5.7,-6_2
-6.0,2.0,2.7124000000000006,0.7153532320724658,1.9840595725589285,17.82,-5.8,-6_2
-6.0,2.0,2.8888000000000016,0.7646303392358859,1.9327207357859475,3.24,-6.0,-6_2
-6.0,2.0,1.2064,0.789375962038277,2.885294431481517,63.60000000000001,-6.2,-6_2
-6.0,2.0,1.9466999999999999,0.33012920934049866,2.1283309928308487,82.32999999999998,-5.7,-6_2
-6.0,2.0,2.5837400000000006,0.8489671904749566,1.7334555450512603,32.34,-6.8,-6_2
-6.0,2.0,1.98494,0.8156394787276129,1.9810942741482496,68.39000000000001,-5.7,-6_2
-6.0,2.0,1.6151999999999993,0.7796845889251736,2.0121028384331865,88.85000000000001,-6.2,-6_2
-6.0,2.0,1.0558999999999998,0.8407542540283319,1.8819036592948208,59.81,-6.4,-6_2
-6.0,2.0,2.0024,0.7829880066494549,1.9111465646222072,66.48,-6.4,-6_2
-6.0,2.0,2.4392200000000006,0.7156509656827473,2.004358833634406,21.700000000000003,-6.0,-6_2
-6.0,2.0,-0.4107000000000003,0.7409580849191625,1.8867835034193003,89.25999999999999,-6.0,-6_2
-6.0,2.0,1.1533999999999989,0.748257257292724,2.072071363181225,84.23,-6.7,-6_2
-6.0,2.0,1.7023,0.8289784778204009,2.07299735981411,67.87,-5.8,-6_2
-6.0,2.0,3.1170000000000018,0.6241354136535703,2.1118699568076575,65.49000000000001,-6.9,-6_2
-6.0,2.0,2.0434999999999994,0.783283271821876,2.153085026160669,45.760000000000005,-5.7,-6_2
-6.0,2.0,3.3615000000000013,0.6830961384873884,2.0979117050889204,71.34,-6.8,-6_2
-6.0,2.0,2.9734000000000016,0.7417017846426778,2.0622938108638795,24.06,-6.6,-6_2
-6.0,2.0,2.8880000000000017,0.7387444217313055,2.5186076233000136,29.1,-6.0,-6_2
-6.0,2.0,1.4385000000000001,0.6218157582679217,2.1234466750209986,67.49000000000001,-6.8,-6_2
-6.0,3.0,2.2873800000000006,0.6839283097526704,3.0156855796884203,49.81,-6.5,-6_3
-6.0,3.0,2.9890000000000017,0.7486735180362627,3.0625561616523047,28.72,-6.9,-6_3
-6.0,3.0,2.11932,0.4989175060236086,3.4038315522714084,75.06,-5.9,-6_3
-6.0,3.0,-1.4574999999999998,0.5364187757500162,2.9927001283116805,98.7,-5.8,-6_3
-6.0,3.0,3.2346000000000013,0.8686794720164693,2.816591759199408,49.410000000000004,-6.9,-6_3
-6.0,3.0,2.10084,0.8580020079456981,2.8815120357781794,58.040000000000006,-6.2,-6_3
-6.0,3.0,2.2460999999999998,0.6425629647125443,4.369710637289975,60.69,-5.2,-6_3
-6.0,3.0,0.8484999999999998,0.41455963594172834,2.6809407209126146,66.73,-5.5,-6_3
-6.0,3.0,4.0881000000000025,0.6628361788025716,1.7994156872819644,0.0,-5.4,-6_3
-6.0,3.0,3.684400000000001,0.8186275669755678,3.0897752356867105,53.6,-6.4,-6_3
-6.0,3.0,0.8614999999999999,0.33490087698221394,2.3110688448014507,90.75,-6.0,-6_3
-6.0,3.0,2.0523999999999996,0.6773468517651556,2.7438346449106223,67.77000000000001,-6.0,-6_3
-6.0,3.0,-0.6808000000000003,0.7163252309387763,2.9309409702166125,142.45999999999998,-6.3,-6_3
-6.0,3.0,1.5724999999999998,0.38810654822500085,2.4716983371714285,47.019999999999996,-6.2,-6_3
-6.0,3.0,2.5624000000000007,0.6147456688933903,2.937736467843642,72.03,-5.8,-6_3
-6.0,3.0,0.7113000000000038,0.15608163304698472,2.835081908689915,146.07,-6.8,-6_3
-6.0,3.0,2.2743,0.7329810197335669,2.8511554987597023,27.96,-6.1,-6_3
-6.0,3.0,3.2509000000000006,0.3094780137988628,3.077169406319314,89.62,-5.4,-6_3
-6.0,3.0,1.58325,0.22066972039403016,3.200742824676201,113.32,-6.2,-6_3
-6.0,3.0,1.73224,0.7260962853280982,3.061797442316519,67.59,-5.5,-6_3
-6.0,3.0,2.066699999999999,0.5625785451078846,2.616808751851421,116.76,-7.1,-6_3
-6.0,3.0,1.93224,0.5037750440374841,3.5483755515806124,109.75,-6.0,-6_3
-6.0,3.0,0.74559,0.5398416470455393,3.209126739538293,75.7,-4.9,-6_3
-6.0,3.0,1.9555999999999996,0.7689849658700991,2.7856300078061533,50.72,-6.8,-6_3
-6.0,3.0,-0.2578000000000004,0.26823767067667187,3.286939931915141,58.56,-4.6,-6_3
-6.0,3.0,1.4908,0.7353009714420862,2.839827536282126,54.38000000000001,-5.6,-6_3
-6.0,3.0,2.0606999999999998,0.6237716335046516,3.0380447467108933,81.45,-5.9,-6_3
-6.0,3.0,-1.934299999999995,0.06779446745334444,3.5251842376037086,215.07,-6.3,-6_3
-6.0,3.0,4.156300000000003,0.3498366827863742,2.743654444166504,114.69,-6.6,-6_3
-6.0,3.0,-3.3687999999999994,0.5254160245013423,3.0874587896783634,162.53,-5.9,-6_3
-6.0,3.0,-0.34319999999999723,0.7311661275918252,3.262882967974136,58.8,-5.7,-6_3
-6.0,3.0,3.2585000000000015,0.6183264043519081,2.5515979382485803,41.9,-6.3,-6_3
-6.0,3.0,-0.9277999999999988,0.4536012775764165,3.2782059238179757,75.43,-5.4,-6_3
-6.0,3.0,0.10729999999999984,0.6299916510981073,3.2049737621021652,112.46000000000001,-5.6,-6_3
-6.0,3.0,2.0348999999999995,0.7124249454462632,3.032000421990684,65.38000000000001,-6.1,-6_3
-6.0,3.0,0.45309999999999967,0.6308434813935588,3.3509067504056445,71.23,-5.9,-6_3
-6.0,3.0,0.6267000000000003,0.858875062482981,2.979908609900539,111.10000000000001,-6.4,-6_3
-6.0,3.0,0.37199999999999966,0.3723006058641094,3.6271413489191886,72.8,-5.1,-6_3
-6.0,3.0,3.760200000000002,0.44133264782465226,2.678000477029288,66.4,-6.3,-6_3
-6.0,3.0,1.2342000000000002,0.6558105912930824,2.774111112710969,90.06,-5.8,-6_3
-6.0,3.0,1.01788,0.7720516435086575,3.237990083739941,93.27000000000001,-5.4,-6_3
-6.0,3.0,-0.09600000000000053,0.4573701262822031,3.266326691954532,40.620000000000005,-5.5,-6_3
-6.0,3.0,-0.20503000000000038,0.30368451704223515,3.610634807359263,128.73,-6.2,-6_3
-6.0,3.0,1.0757999999999999,0.7889599556455799,2.9458761972251715,59.730000000000004,-6.3,-6_3
-6.0,3.0,2.9170000000000007,0.8766646971923233,3.130712602324156,60.16,-5.3,-6_3
-6.0,3.0,1.9182,0.641381595817868,2.5168421057082497,41.129999999999995,-6.5,-6_3
-6.0,3.0,-0.6564999999999988,0.7394617162622314,2.82807234306512,94.99000000000001,-6.0,-6_3
-6.0,3.0,3.2916000000000016,0.699047464028429,3.059838235816784,59.31,-6.9,-6_3
-6.0,3.0,2.2157,0.7528823251524308,3.4689821527599145,24.83,-6.5,-6_3
-6.0,3.0,-0.05489999999999773,0.5367337507425802,3.285666834674819,95.66,-5.6,-6_3
-6.0,3.0,4.232980000000004,0.40637733714289614,2.5295222255092753,79.63,-7.6,-6_3
-6.0,3.0,0.9075799999999999,0.5683684559095861,2.9828224969112718,84.74,-5.6,-6_3
-6.0,3.0,3.099000000000002,0.7760901562255175,2.815595015047208,34.480000000000004,-6.0,-6_3
-6.0,3.0,3.429020000000002,0.5877586750052273,2.584347752950258,39.44,-6.0,-6_3
-6.0,3.0,-1.5519999999999992,0.5424749754248607,3.0006823495731467,85.13,-5.9,-6_3
-6.0,3.0,0.8529999999999998,0.42028071443129106,2.9498077336842226,145.85000000000002,-6.1,-6_3
-6.0,3.0,1.9537,0.8500817647405203,2.917462287784465,41.57,-6.3,-6_3
-6.0,3.0,2.3068999999999997,0.8733320320217829,2.4444668699971626,38.33,-6.7,-6_3
-6.0,3.0,3.013300000000002,0.8576919921232734,3.040514783674645,77.25,-6.0,-6_3
-6.0,3.0,2.2519,0.440890601185872,3.005836265657063,43.07,-6.1,-6_3
-6.0,3.0,1.1648999999999996,0.41765792781874655,2.944641796246634,92.41999999999999,-7.3,-6_3
-6.0,3.0,1.3909999999999998,0.743251773069701,3.793422338625547,27.63,-6.2,-6_3
-6.0,3.0,2.4702,0.4254802022003496,2.9380582285085772,69.15,-5.7,-6_3
-6.0,3.0,0.482,0.5763212021639287,3.296106882875959,35.910000000000004,-5.3,-6_3
-6.0,3.0,-0.889299999999998,0.3482896695371472,3.606812122379533,107.72,-5.5,-6_3
-6.0,3.0,1.1750999999999998,0.550941835132001,3.4994613304362208,92.79999999999998,-6.2,-6_3
-6.0,3.0,0.6243000000000001,0.45293684260757167,3.438410728997746,86.55,-5.8,-6_3
-6.0,3.0,2.904600000000001,0.8397280097627787,3.002841651563731,81.43,-6.3,-6_3
-6.0,3.0,3.1137000000000015,0.7499659848757257,3.919648277635364,20.23,-6.2,-6_3
-6.0,3.0,2.36684,0.7286596816706916,3.0416693289352477,43.08,-6.0,-6_3
-6.0,3.0,-0.012680000000000247,0.7529351505498516,2.8087061019183626,60.05,-5.8,-6_3
