Target affinity,Target sas,Predicted logps,Predicted qeds,Predicted sas,Predicted tpsas,Predicted affinity,key
-9.0,2.0,2.8058000000000005,0.7399007136561919,1.9155535589091333,57.78,-8.5,-9_2
-9.0,2.0,2.314,0.5228249278465145,1.9063271855612456,64.63,-7.9,-9_2
-9.0,2.0,2.950000000000001,0.7827148357981156,2.0763900622341716,75.71,-8.4,-9_2
-9.0,2.0,2.6598999999999995,0.6701473578235694,2.0594558763630975,78.00999999999999,-8.5,-9_2
-9.0,2.0,2.769000000000001,0.5577436065512081,2.11973233098745,112.99000000000001,-9.0,-9_2
-9.0,2.0,4.537540000000002,0.7294410320959761,2.1297770772371987,68.26,-8.4,-9_2
-9.0,2.0,4.194900000000003,0.7337110645097225,2.1611032139678414,61.88,-9.2,-9_2
-9.0,2.0,4.357020000000004,0.6858475144974686,2.046512774638181,36.69,-9.3,-9_2
-9.0,2.0,5.248800000000005,0.7014239905385263,1.912458822089567,51.22,-8.5,-9_2
-9.0,2.0,3.494500000000002,0.7331206067753671,2.06645777056983,40.620000000000005,-8.5,-9_2
-9.0,2.0,5.004700000000004,0.4597051371976029,1.9922962337110732,52.650000000000006,-8.8,-9_2
-9.0,2.0,5.056600000000003,0.5411904237700856,1.9637006453823247,47.040000000000006,-8.7,-9_2
-9.0,2.0,3.9466000000000028,0.6788095743442242,1.9937618510623487,44.120000000000005,-8.2,-9_2
-9.0,2.0,4.674000000000003,0.5283951030024991,2.0452879984443015,62.300000000000004,-8.4,-9_2
-9.0,2.0,4.445100000000004,0.4996327768868724,2.0069286985088173,48.3,-8.2,-9_2
-9.0,2.0,4.735500000000003,0.8510486839506544,2.192011167204603,60.16,-8.7,-9_2
-9.0,2.0,5.141620000000003,0.5997771908606162,1.9718869789818356,49.410000000000004,-9.7,-9_2
-9.0,2.0,2.6686200000000007,0.785866944608692,2.0550817971559674,73.22,-8.5,-9_2
-9.0,2.0,4.238100000000003,0.7220133753440461,2.0082484243749033,50.28000000000001,-8.2,-9_2
-9.0,2.0,2.4366000000000003,0.5662573051565307,2.0391310753673793,112.85999999999999,-8.5,-9_2
-9.0,2.0,5.242540000000005,0.6509382369045862,2.0076199213323562,35.580000000000005,-9.6,-9_2
-9.0,2.0,4.441500000000003,0.5659531338536388,1.885522813370379,37.3,-8.9,-9_2
-9.0,2.0,4.0805000000000025,0.5920657363558308,2.1863951238292945,55.63,-8.7,-9_2
-9.0,2.0,5.047600000000004,0.4686328774530515,1.8706387174368526,48.67,-9.2,-9_2
-9.0,2.0,3.188100000000002,0.7182574743733011,1.963538696661363,76.30000000000001,-8.8,-9_2
-9.0,2.0,1.7736399999999999,0.6450063534237511,2.114294874079045,101.57,-9.4,-9_2
-9.0,2.0,3.527300000000002,0.7306809399327658,4.68422450127327,53.93,-9.7,-9_2
-9.0,2.0,6.693000000000006,0.39623596942526806,2.0020519973409794,29.46,-9.8,-9_2
-9.0,2.0,2.6568000000000005,0.8040551880842931,1.8598292834633448,72.19,-8.4,-9_2
-9.0,2.0,4.121700000000003,0.6893519443913497,1.9307388449730158,46.61,-8.8,-9_2
-9.0,2.0,4.827060000000004,0.6000394346604147,1.7266874050629788,12.89,-9.0,-9_2
-9.0,2.0,2.7262000000000004,0.8818256100556409,2.002166519021637,71.11000000000001,-9.1,-9_2
-9.0,2.0,4.062940000000003,0.7939895505288644,1.9658898844602621,15.27,-8.6,-9_2
-9.0,2.0,5.622500000000004,0.5899495337348638,2.0701700821676514,45.230000000000004,-9.0,-9_2
-9.0,2.0,3.497320000000002,0.7978136439636766,1.9565059614513665,62.300000000000004,-8.9,-9_2
-9.0,2.0,3.291940000000002,0.7818775556124201,1.958191417247722,69.72,-8.4,-9_2
-9.0,2.0,3.407740000000002,0.8048895261759103,2.0443166960507586,67.77000000000001,-8.9,-9_2
-9.0,2.0,3.5276000000000014,0.7486298163804127,2.0178894859474266,68.02000000000001,-8.9,-9_2
-9.0,2.0,4.245520000000003,0.6024825515648626,2.0391521058786086,95.12000000000002,-9.7,-9_2
-9.0,2.0,3.687800000000002,0.5659892891502117,1.9813821748557743,97.97,-8.9,-9_2
-9.0,2.0,4.826320000000004,0.5478155654003006,2.0897801942353134,46.92,-8.6,-9_2
-9.0,2.0,3.6415200000000025,0.7238091354344004,2.0169151726272325,79.37,-8.9,-9_2
-9.0,2.0,3.7448200000000034,0.6680403446960008,1.9388640918141569,44.7,-8.6,-9_2
-9.0,2.0,2.585,0.6968989559654915,1.895183654953506,74.68,-9.0,-9_2
-9.0,2.0,3.7905000000000024,0.6098871584992098,1.9077221096612664,44.81,-7.9,-9_2
-9.0,2.0,3.1431000000000013,0.7099604974033911,1.976555429278049,88.60000000000001,-9.1,-9_2
-9.0,2.0,1.7499399999999998,0.7778087871151447,2.0409776491153515,67.75,-8.3,-9_2
-9.0,3.0,3.5688200000000014,0.4509859085577012,2.8280180627893277,100.78,-8.7,-9_3
-9.0,3.0,2.4035,0.2735714232187336,3.2936057793101785,119.66,-8.7,-9_3
-9.0,3.0,5.543220000000006,0.5927737612002466,2.960708862904319,52.9,-8.4,-9_3
-9.0,3.0,5.4885000000000055,0.1541028687013584,2.7583487469937253,104.78999999999999,-9.3,-9_3
-9.0,3.0,2.4617999999999998,0.6604492967122771,2.7934773741257644,94.48,-9.1,-9_3
-9.0,3.0,5.492700000000005,0.4210207814787454,3.0613633142230707,74.33000000000001,-9.3,-9_3
-9.0,3.0,2.2929000000000004,0.5612308516261778,3.0476855482410707,121.79999999999998,-9.0,-9_3
-9.0,3.0,3.7398200000000017,0.5249065295048596,2.6490801863863798,117.17000000000002,-8.5,-9_3
-9.0,3.0,5.108300000000004,0.3445386570590911,3.3265902465973927,94.22,-8.8,-9_3
-9.0,3.0,2.930220000000001,0.7460038105191432,3.273129471112129,82.19,-9.0,-9_3
-9.0,3.0,4.616400000000003,0.45501309192556216,3.2831296060089947,108.53,-8.2,-9_3
-9.0,3.0,4.889220000000003,0.19470536451460393,3.043781403787073,157.94,-9.7,-9_3
-9.0,3.0,5.783400000000005,0.28555620611184307,2.673982120732978,66.07000000000001,-8.9,-9_3
-9.0,3.0,4.1794300000000035,0.8154316907993139,2.9415774346691403,61.45,-8.4,-9_3
-9.0,3.0,5.941300000000005,0.6012580129931433,2.8343345748010336,37.28,-8.4,-9_3
-9.0,3.0,5.484480000000006,0.3390435484991514,3.1299298539177283,103.52000000000001,-9.6,-9_3
-9.0,3.0,2.8008200000000016,0.3626375331931199,3.008548865702368,135.98999999999998,-8.7,-9_3
-9.0,3.0,5.412800000000003,0.4640087854957791,3.0973322020475322,83.97,-8.9,-9_3
-9.0,3.0,4.236400000000003,0.5932218517006235,3.0042466380960935,64.80000000000001,-8.9,-9_3
-9.0,3.0,3.6666000000000025,0.9081306198631173,3.131034945311777,44.81,-8.2,-9_3
-9.0,3.0,3.2719600000000018,0.714385998527162,2.5279351717529224,89.07999999999998,-8.4,-9_3
-9.0,3.0,4.805300000000004,0.3503510096627511,3.25376592559729,88.6,-9.0,-9_3
-9.0,3.0,1.2591199999999996,0.3302927616124136,3.0790891223211965,136.98,-8.3,-9_3
-9.0,3.0,4.968140000000004,0.47923684655021703,2.9508263038106026,83.91,-9.2,-9_3
-9.0,3.0,4.950200000000004,0.14652077621911205,2.9514533733852772,154.86999999999998,-8.8,-9_3
-9.0,3.0,5.260300000000004,0.42544342727909135,3.2237332661150493,65.71,-8.9,-9_3
-9.0,3.0,2.0803,0.7874973021054626,3.004198537865233,72.86,-8.4,-9_3
-9.0,3.0,4.736220000000003,0.5739807022253489,2.98322250878749,87.58000000000001,-8.5,-9_3
-9.0,3.0,3.8229000000000024,0.43290491783378393,2.8005886873679557,111.60000000000001,-8.3,-9_3
-9.0,3.0,3.646040000000001,0.45029934917245434,3.049154009204325,152.59000000000003,-9.7,-9_3
-9.0,3.0,3.913400000000003,0.7417173162789874,2.554882216332457,86.48,-9.0,-9_3
-9.0,3.0,3.641600000000002,0.24433072354972546,2.928107354435701,111.13,-8.4,-9_3
-9.0,3.0,4.562200000000003,0.7244326247543127,3.112937516415524,67.92,-7.9,-9_3
-9.0,3.0,1.350299999999999,0.7822546215642027,2.992199199977547,93.22,-7.0,-9_3
-9.0,3.0,4.761800000000003,0.20501154121063334,3.147177374952796,119.30000000000001,-8.0,-9_3
-9.0,3.0,3.2772000000000014,0.47146986371080324,2.8021375636167427,118.12,-8.1,-9_3
-9.0,3.0,2.1806,0.6181127130925693,3.137677059461293,114.96000000000002,-7.6,-9_3
-9.0,3.0,3.9258200000000016,0.7061138709605221,3.10238040021442,76.96000000000001,-7.7,-9_3
-9.0,3.0,5.725700000000005,0.37508890855538085,2.9973572394414525,64.86,-8.1,-9_3
-9.0,3.0,4.892600000000003,0.42045233548941796,3.5075869496134295,125.96,-9.0,-9_3
-9.0,3.0,2.551000000000001,0.20502724902627498,3.3338148210724956,130.54999999999998,-9.1,-9_3
-9.0,3.0,3.2479000000000005,0.5709500073569971,2.687429423376484,71.17,-8.5,-9_3
-9.0,3.0,2.6941000000000015,0.5286088805068783,3.053113663738886,101.93,-8.8,-9_3
-9.0,3.0,4.164800000000002,0.5218488201718315,3.4073065088571113,66.98,-9.1,-9_3
-9.0,3.0,4.292520000000002,0.5937082525799398,2.515646560210717,76.02000000000001,-9.0,-9_3
-9.0,3.0,2.053699999999999,0.3397974135092939,2.753631385895474,102.55999999999997,-9.1,-9_3
-9.0,3.0,4.312300000000004,0.3983048701762792,3.103533875790135,63.16000000000001,-7.8,-9_3
-9.0,3.0,4.213500000000003,0.6576498872467559,2.3558716526855683,52.65,-8.7,-9_3
-9.0,3.0,5.816500000000007,0.18268491364788286,2.8757598987183517,85.76,-10.2,-9_3
-9.0,3.0,4.491520000000004,0.18556536124934334,3.400481299540264,122.4,-8.7,-9_3
-9.0,3.0,5.2523000000000035,0.4069181157906457,2.9326603193242438,95.5,-9.1,-9_3
-9.0,3.0,8.900800000000002,0.19915527898305493,2.8003606787082997,46.53,-9.6,-9_3
-9.0,3.0,2.9932000000000016,0.5831031059654475,3.45167965404356,74.76,-8.3,-9_3
-9.0,3.0,4.176000000000003,0.40619977693516673,2.607719400115325,88.19,-8.5,-9_3
-9.0,3.0,3.5469000000000026,0.7173564429271309,2.898555075685522,75.94,-9.1,-9_3
-9.0,3.0,4.947700000000004,0.17249959763671954,2.9212482864650955,140.14999999999998,-9.2,-9_3
-9.0,3.0,3.4025000000000016,0.27366880464190435,2.7857571094633027,132.01999999999998,-8.8,-9_3
-9.0,3.0,4.119200000000002,0.7246984942914422,3.010391637306096,96.94000000000001,-8.2,-9_3
-9.0,3.0,3.378000000000001,0.6785287614581924,3.392817636897325,70.05,-8.0,-9_3
-9.0,3.0,4.240520000000004,0.4311003105058814,3.436950709724072,105.19999999999999,-8.3,-9_3
-9.0,3.0,1.9673999999999991,0.4231579072531594,3.5004609200276295,109.99000000000001,-8.9,-9_3
-9.0,3.0,3.582160000000002,0.6296582669511316,2.870045935360917,78.27,-8.9,-9_3
-9.0,3.0,4.563100000000003,0.2747044001816979,2.8620154305424332,120.72000000000003,-8.0,-9_3
-9.0,3.0,4.312340000000003,0.48374566112563144,3.9053516849670267,44.870000000000005,-8.0,-9_3
-9.0,3.0,1.0790000000000006,0.5061648468658105,2.9375434104782183,147.79000000000002,-9.2,-9_3
-9.0,3.0,5.672500000000005,0.16409289135684124,3.0525089711452162,117.98,-7.7,-9_3
-9.0,3.0,4.227200000000003,0.755568265054545,2.7588456472961074,48.99,-9.8,-9_3
-9.0,3.0,2.112899999999999,0.6537863867331539,2.71785692629142,110.10000000000001,-8.7,-9_3
-9.0,3.0,7.531770000000007,0.10230889766807473,2.642410506652281,86.15,-10.1,-9_3
-9.0,3.0,4.404100000000003,0.22962663558946755,3.131825422083634,63.73,-9.2,-9_3
-9.0,3.0,3.931300000000003,0.6989409085618241,2.9140986256568002,85.11,-7.9,-9_3
-9.0,3.0,2.2639999999999993,0.39067022212847985,2.859230623561892,139.18,-9.6,-9_3
-9.0,3.0,4.528000000000003,0.1857520609509694,2.9888811972822467,130.24,-8.4,-9_3
-9.0,3.0,4.020420000000002,0.21636836637315038,2.9886172034073137,135.07999999999998,-9.3,-9_3
-9.0,3.0,2.778620000000001,0.8168457649344487,3.3828474816142284,78.51,-8.5,-9_3
-9.0,3.0,5.881900000000002,0.38348832275434935,2.8311231963266223,61.2,-10.0,-9_3
-9.0,3.0,4.628140000000004,0.3667245100338559,2.689385117507804,82.32999999999998,-9.1,-9_3
-9.0,3.0,5.367900000000004,0.416641014745664,2.8501957935585587,76.02000000000001,-8.8,-9_3
-9.0,3.0,4.639400000000005,0.5981178468914264,2.997817440934348,92.78000000000002,-8.4,-9_3
-9.0,3.0,4.615320000000005,0.4283593769657264,2.6822597651325175,85.17,-8.3,-9_3
-9.0,3.0,3.6261800000000024,0.49139265173731916,2.911904957608792,135.46,-9.0,-9_3
-9.0,3.0,3.2170000000000014,0.8453268111935666,2.876250786522194,44.81,-8.3,-9_3
-9.0,3.0,5.447800000000004,0.3631681453605215,3.055263713138979,63.17,-9.1,-9_3
-9.0,3.0,5.405800000000006,0.3179902792947696,2.917611436069649,73.16,-8.9,-9_3
-9.0,3.0,3.934820000000003,0.6466388350129909,2.967789779165269,85.81000000000002,-8.2,-9_3
-9.0,3.0,3.7196000000000033,0.5934193277720813,3.0525592860919666,53.09,-8.4,-9_3
-9.0,3.0,2.1553,0.5320546638317799,2.9294507865221924,61.49000000000001,-8.0,-9_3
-9.0,3.0,2.038899999999999,0.6903824495942223,3.0295134908658454,93.88,-8.6,-9_3
-9.0,3.0,5.930500000000006,0.2460161888887323,2.8782911671309446,107.53,-9.2,-9_3
-9.0,3.0,4.137300000000003,0.8413117235717736,2.4234613107773484,15.71,-8.2,-9_3
-9.0,3.0,6.359700000000005,0.2552671048472133,3.1502335720421755,54.120000000000005,-9.0,-9_3
-9.0,3.0,1.390889999999999,0.16462245348016846,2.937171258522845,169.49,-8.9,-9_3
-9.0,3.0,3.2683,0.5677791888494905,3.2509140988445573,48.99,-7.7,-9_3
-9.0,3.0,3.7792400000000024,0.3920183828126912,2.8937074082124887,114.17,-8.8,-9_3
-9.0,3.0,3.974000000000003,0.6023647048453313,3.257947398086884,47.940000000000005,-9.0,-9_3
-9.0,3.0,2.00556,0.8155476161190864,2.7723782808597246,104.54,-8.3,-9_3
-9.0,3.0,3.8581400000000032,0.6932321769926797,3.0478205102509577,82.18,-8.4,-9_3
-9.0,3.0,4.687800000000003,0.5972283090809379,3.0829470939849717,61.440000000000005,-8.7,-9_3
-9.0,3.0,3.9829000000000017,0.5074339230120445,3.265175962783495,93.79,-9.0,-9_3
-9.0,3.0,5.016620000000005,0.365933086219625,3.0087803545481178,72.2,-9.4,-9_3
-9.0,3.0,2.8707400000000014,0.6398280032230839,2.8174793661009883,119.76000000000002,-9.0,-9_3
-9.0,3.0,8.250900000000005,0.23492163124466076,3.117000427928841,47.14,-9.3,-9_3
-9.0,3.0,5.943300000000006,0.29339513268932876,2.8331079029394566,68.74000000000001,-8.2,-9_3
-9.0,3.0,6.2926200000000065,0.1999267249791736,3.1503811795819416,58.14,-9.8,-9_3
-9.0,3.0,3.0287200000000016,0.6269323242241818,3.127732469541858,45.92,-7.9,-9_3
-9.0,3.0,5.473000000000005,0.3678024484883744,2.8148999883665784,86.8,-8.3,-9_3
-9.0,3.0,6.006020000000006,0.3224321089167107,3.1269689081933105,87.83000000000001,-10.1,-9_3
-9.0,3.0,3.2989200000000016,0.4334235491470511,3.109666855560567,107.53999999999999,-8.2,-9_3
-9.0,3.0,3.1327200000000017,0.5686493286257006,2.872326908875346,55.97,-8.7,-9_3
-9.0,3.0,5.530220000000004,0.46874033555461697,3.150964932573144,67.07,-7.7,-9_3
-9.0,3.0,3.0477200000000018,0.5460576293011404,2.975838230140317,91.22,-8.4,-9_3
-9.0,3.0,3.0660000000000007,0.7754113122061205,2.9193043836592203,83.56,-7.8,-9_3
-9.0,3.0,3.898100000000002,0.16825178164298463,3.06007976773798,119.06000000000002,-8.8,-9_3
-9.0,3.0,4.693100000000003,0.3844231837790276,3.8290425098490237,105.22000000000001,-9.4,-9_3
-9.0,3.0,4.962000000000003,0.4966265799809824,2.8873893321875066,31.35,-9.1,-9_3
-9.0,3.0,5.500900000000004,0.2176958441946786,3.0426002106317647,107.78000000000002,-8.8,-9_3
-9.0,3.0,2.0516,0.5450532797582698,3.369577489393155,102.47,-8.5,-9_3
-9.0,3.0,4.767240000000008,0.1266179631090291,3.4175069905100903,205.18999999999997,-9.1,-9_3
-9.0,3.0,7.4476000000000075,0.10195346284252275,2.883858163611352,71.27000000000001,-8.2,-9_3
-9.0,3.0,4.8944000000000045,0.29626767631416784,3.1769490970544183,101.98,-9.7,-9_3
-9.0,3.0,2.3165999999999993,0.4037898749755492,2.865488261039868,133.49,-8.7,-9_3
-9.0,3.0,5.061320000000004,0.3009123783170514,3.2803490263011117,96.19,-9.2,-9_3
-9.0,3.0,1.9629800000000004,0.7275118813024464,2.2883206536910325,78.91,-7.9,-9_3
-9.0,4.0,3.7332000000000036,0.5671191846044129,4.031498934131244,70.67000000000002,-9.9,-9_4
-9.0,4.0,7.004920000000006,0.14238776313294535,3.400522959190834,127.66999999999999,-10.5,-9_4
-9.0,4.0,3.6336000000000013,0.7814834575841916,4.723608446430482,54.620000000000005,-8.6,-9_4
-9.0,4.0,6.201900000000005,0.4417903169070886,2.8516582935585575,78.05000000000001,-9.1,-9_4
-9.0,4.0,3.6248000000000022,0.09365966706617952,4.501077571784911,195.21999999999997,-8.8,-9_4
-9.0,4.0,3.9924000000000026,0.279708122384919,4.088715224962919,89.03000000000002,-8.9,-9_4
-9.0,4.0,2.8545000000000007,0.6642434607824674,3.918435739055342,114.09,-9.0,-9_4
-9.0,4.0,4.742800000000004,0.6042329291380051,4.573791729102487,46.53,-8.7,-9_4
-9.0,4.0,4.132500000000003,0.7934184836961634,3.8042593703811036,52.57,-9.2,-9_4
-9.0,4.0,2.6164000000000005,0.6292606181089971,3.955213763997927,97.02999999999999,-9.1,-9_4
-9.0,4.0,4.2131200000000035,0.8733048801085747,4.1322913990916925,64.36,-8.7,-9_4
-9.0,4.0,5.828700000000006,0.21227373151057188,4.059626889421771,96.86999999999999,-9.2,-9_4
-9.0,4.0,3.5115000000000016,0.5051966766690369,3.435015291296347,79.28,-8.3,-9_4
-9.0,4.0,4.439320000000004,0.5445570761479473,3.6649028944874464,52.65,-9.3,-9_4
-9.0,4.0,2.749900000000001,0.7312248440505212,3.999124193067985,92.79000000000002,-8.8,-9_4
-9.0,4.0,6.686900000000006,0.2958296217137329,3.9927214395663055,53.68,-9.3,-9_4
-9.0,4.0,3.3019700000000007,0.4388974636877184,2.0390615370216914,103.89000000000001,-9.2,-9_4
-9.0,4.0,1.3238999999999999,0.23265903464987997,4.317859558390451,188.35999999999999,-7.6,-9_4
-9.0,4.0,-2.1205999999999934,0.20992290272920186,4.105276051485737,223.83999999999997,-7.7,-9_4
-9.0,4.0,0.5359000000000036,0.47542332753565597,5.410526535659018,135.73999999999998,-9.1,-9_4
-9.0,4.0,2.280900000000001,0.33472266342343243,4.027402385228988,141.35,-8.0,-9_4
-9.0,4.0,4.059500000000003,0.7796700460365754,4.657458057280449,70.29000000000002,-9.1,-9_4
-9.0,4.0,2.1708,0.7988490171056605,4.227990584445587,82.53,-8.6,-9_4
-9.0,4.0,4.181020000000004,0.8503885142617467,4.217354660047279,58.64,-8.6,-9_4
-9.0,4.0,4.709500000000004,0.43070540663707974,4.27321965085495,65.30000000000001,-8.5,-9_4
-9.0,4.0,1.9579799999999998,0.8317678270549904,4.462663412181298,102.75,-8.1,-9_4
-9.0,4.0,2.972920000000001,0.7500088760013951,4.260465225112617,69.72,-8.0,-9_4
